Column1;Column2;Column3;Column4;Column5
07.473.735/0005-05;SIM REDE DE POSTOS LTDA;RUA MATTEO GIANELLA,505,PIO X,CAXIAS DO SUL,RS,BRAZIL;-29.1601891;-51.19351189999998
07.473.735/0134-02;SIM REDE DE POSTOS LTDA;AVENIDA SAO LEOPOLDO,35,SAO LEOPOLDO,CAXIAS DO SUL,RS,BRAZIL;-29.17573260000001;-51.1829682
28.019.443/0001-43;POSTO LONGHI LTDA;RUA ALFREDO CHAVES,1234,CENTRO,CAXIAS DO SUL,RS,BRAZIL;-29.17209409999998;-51.17500250000001
04.596.456/0004-60;ANDEBRAZ MEGA POSTOS LTDA;RUA ANGELO AGOSTINI,888,PIONEIRO,CAXIAS DO SUL,RS,BRAZIL;-29.14352840000001;-51.18609179999998
07.473.735/0075-18;SIM REDE DE POSTOS LTDA;RUA GERSON ANDREIS,300,CIDADE NOVA,CAXIAS DO SUL,RS,BRAZIL;-29.1751937;-51.23510930000001
07.473.735/0012-34;SIM REDE DE POSTOS LTDA;AVENIDA FRANCA,600,BELA VISTA,CAXIAS DO SUL,RS,BRAZIL;-29.17368249999999;-51.1514335
07.473.735/0026-30;SIM REDE DE POSTOS LTDA;AVENIDA SAO LEOPOLDO,1302,SAO LEOPOLDO,CAXIAS DO SUL,RS,BRAZIL;-29.1875871;-51.18215110000001
14.060.985/0002-36;BCR COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BR-116,1735,PRESIDENTE VARGAS,CAXIAS DO SUL,RS,BRAZIL;-29.1609853;-51.15672970000001
07.473.735/0061-12;SIM REDE DE POSTOS LTDA;RODOVIA RS 122,7488,NOSSA SENHORA DE FATIMA,CAXIAS DO SUL,RS,BRAZIL;-29.13346820000002;-51.1859848
02.272.093/0002-10;AUTO POSTO PETROLINO LTDA;AVENIDA   ALEXANDRE RIZZO,703,DESVIO RIZZO,CAXIAS DO SUL,RS,BRAZIL;-29.18345590000001;-51.23310000000001
04.583.300/0001-00;AUTO POSTO L.C LTDA;RUA MOREIRA CESAR,2290,PIO X,CAXIAS DO SUL,RS,BRAZIL;-29.16302780000001;-51.18539929999999
07.473.735/0007-77;SIM REDE DE POSTOS LTDA;RODOVIA RS 122 KM 66,S/N,FORQUETA,CAXIAS DO SUL,RS,BRAZIL;-29.2042216;-51.28012649999999
91.067.207/0001-39;POSTO DE SERVICOS B7 LTDA;RUA IRMA ZAGO,958,SAGRADA FAMILIA,CAXIAS DO SUL,RS,BRAZIL;-29.16095649999999;-51.15911159999998
07.473.735/0063-84;SIM REDE DE POSTOS LTDA;RODOVIA BR 116,15,SAO CIRO,CAXIAS DO SUL,RS,BRAZIL;-29.11843329999999;-51.1199422
14.060.985/0003-17;BCR COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BR-116,15505,SAO CRISTOVAO,CAXIAS DO SUL,RS,BRAZIL;-29.18176710000001;-51.16657759999998
10.384.200/0003-00;ABASTECEDORA DE COMBUST?çVEIS DJ LTDA.;AVENIDA SATURNINO DE BRITO,1177,VILA CONCEICAO,CRUZ ALTA,RS,BRAZIL;-28.65327100000002;-53.58938229999999
10.384.200/0001-49;ABASTECEDORA DE COMBUST?çVEIS DJ LTDA.;RUA VOLUNTARIOS DA PATRIA,1007,CENTRO,CRUZ ALTA,RS,BRAZIL;-28.6440935;-53.60288869999999
07.520.267/0001-59;COMERCIO DE COMBUSTIVEIS PARATI MINUANO LTDA;AVENIDA GENERAL OSORIO,057-A,CENTRO,CRUZ ALTA,RS,BRAZIL;-28.64481460000002;-53.60090810000001
17.695.813/0004-99;JP SANTA LUCIA COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA PERIMETRAL,S/N,SANTA TEREZINHA,CRUZ ALTA,RS,BRAZIL;-28.67377840000001;-53.6009109
10.447.389/0004-14;LEONARDO DANNI QUINZZANI;AVENIDA GENERAL OSORIO,1650,CENTRO,CRUZ ALTA,RS,BRAZIL;-28.64565440000002;-53.61729119999999
10.447.389/0001-71;LEONARDO DANNI QUINZZANI;AVENIDA PLACIDO DE CASTRO,400,BONINI,CRUZ ALTA,RS,BRAZIL;-28.64732459999998;-53.59144860000001
36.741.864/0001-01;DESTAQUE AUTO POSTO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;RUA PINHEIRO MACHADO,1715,CENTRO,CRUZ ALTA,RS,BRAZIL;-28.65211919999999;-53.6058063
18.108.615/0001-00;POSTO PONTUAL COMERCIO DE COMBUSTIVEIS LTDA ME;RUA JO?ÉO TORMEN,640,LOTEAMENTO PARQUE DOS IMIGRANTES,ERECHIM,RS,BRAZIL;-27.64767459999999;-52.28369600000001
18.182.037/0001-43;POLTRONIERI COMERCIO DE COMBUSTIVEIS LTDA;RUA CARLOS DEMOLINER,280,LINHO,ERECHIM,RS,BRAZIL;-27.63574339999998;-52.2524697
04.150.226/0001-20;AUTO POSTO PITUCO LTDA;AVENIDA SANTO DAL BOSCO,985,CENTRO,ERECHIM,RS,BRAZIL;-27.63270360000001;-52.28515580000001
08.423.604/0001-52;COMERCIO DE COMBUSTIVEIS BUSNELLO LTDA;AREA ROD ERS 477,3150,AREA RURAL DE ERECHIM,ERECHIM,RS,BRAZIL;-27.63474909999999;-52.27470350000001
88.437.231/0001-08;JOAO MAURICIO JOHANN E CIA LTDA;RUA WASHINGTON LUIZ,124,CENTRO,ERECHIM,RS,BRAZIL;-27.63935889999999;-52.2729306
23.448.964/0010-93;MP POSTOS E LOGISTICA LTDA;RUA SERGIPE,1441,BELA VISTA,ERECHIM,RS,BRAZIL;-27.64291800000001;-52.252248
04.275.971/0001-03;AUTO POSTO LORA TORMEN LTDA;RUA JOSE DO PATROCINIO,749,ESPIRITO SANTO,ERECHIM,RS,BRAZIL;-27.64452539999999;-52.2789215
04.609.322/0001-93;POSTO DE COMBUSTIVEIS PADRE CLARET LTDA;AVENIDA PADRE CLARET,2817,PARQUE AMADOR,ESTEIO,RS,BRAZIL;-29.84899870000002;-51.1462677
09.405.773/0002-03;GV COMERCIAL DE COMBUSTIVEIS LTDA;RUA MONTEIRO LOBATO,16,NOVO ESTEIO,ESTEIO,RS,BRAZIL;-29.84431190000002;-51.17806550000001
28.756.579/0001-36;ABASTECEDORA DE COMBUSTIVEIS MOOSHERR LTDA;RUA LAGEADO,14,CENTRO,ESTEIO,RS,BRAZIL;-29.84290959999998;-51.16362489999999
31.621.496/0001-44;PETROGAMA COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA PRESIDENTE VARGAS,3224,SAO SEBASTIAO,ESTEIO,RS,BRAZIL;-29.85886120000001;-51.17995200000002
07.473.735/0089-13;SIM REDE DE POSTOS LTDA;RUA RIO GRANDE,930,CENTRO,ESTEIO,RS,BRAZIL;-29.84883629999999;-51.16466639999999
05.067.179/0001-18;POSTO PORTICO LTDA;RODOVIA ERS-115,4998,VARZEA GRANDE VILA DO SOL,GRAMADO,RS,BRAZIL;-29.42160399999999;-50.86343659999999
07.881.468/0001-81;ALFA COM?âRCIO DE COMBUST?çVEIS LTDA.;AVENIDA BORGES DE MEDEIROS,1419,VILA PLANALTO,GRAMADO,RS,BRAZIL;-29.3896177;-50.87420960000001
07.473.735/0029-82;SIM REDE DE POSTOS LTDA;RUA JOAO PETRY,45,CENTRO,GRAMADO,RS,BRAZIL;-29.37969770000002;-50.86913099999999
12.245.632/0001-02;POSTO DE COMBUST?çVEIS TOMAZI LTDA;AV. PRIMEIRO DE MAIO,3,VARZEA GRANDE,GRAMADO,RS,BRAZIL;-29.4200463;-50.8675371
20.511.463/0002-06;BENETTI COMERCIAL DE COMBUSTIVEIS LTDA;RUA TRISTAO DE OLIVEIRA,119,MINUANO,GRAMADO,RS,BRAZIL;-29.37399640000001;-50.87861509999999
07.473.735/0048-45;SIM REDE DE POSTOS LTDA;RODOVIA RS 118,3054,SAO GERALDO,GRAVATAI,RS,BRAZIL;-29.93972739999999;-51.01516920000001
09.164.791/0009-17;REDE DE POSTOS APOLO LTDA;RODOVIA RS-118,5705,BOM SUCESSO,GRAVATAI,RS,BRAZIL;-29.91526029999999;-51.03100299999999
20.707.919/0001-27;ABASTECEDORA DE COMBUSTIVEIS CONFIANCA LTDA;RUA DOIS DE NOVEMBRO,60,SALGADO FILHO,GRAVATAI,RS,BRAZIL;-29.9325609;-50.99913300000001
03.358.858/0008-97;ABASTECEDORA DE COMBUSTIVEIS RIOXEL LTDA;RUA BARRA DO RIBEIRO,211,COLUMBIA CITY,GUAIBA,RS,BRAZIL;-30.1272427;-51.351358
87.284.873/0001-51;AUTO POSTO BARCELLOS LTDA;RUA VINTE DE SETEMBRO,448,CENTRO,GUAIBA,RS,BRAZIL;-30.10636740000001;-51.31822660000001
93.489.243/0013-50;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;AVENIDA MARECHAL CASTELO BRANCO,445,ERMO,GUAIBA,RS,BRAZIL;-30.13240819999998;-51.3260397
11.474.022/0001-00;DISTRIBUIDORA DE COMBUSTIVEIS PARQUE 35 LTDA;AVENIDA NORBERTO LINCK,83,PARQUE 35,GUAIBA,RS,BRAZIL;-30.10712999999998;-51.32381809999998
03.358.858/0017-88;ABASTECEDORA DE COMBUSTIVEIS RIOXEL LTDA;AVENIDA NESTOR DE MOURA JARDIM,540,CORONEL NASSUCA,GUAIBA,RS,BRAZIL;-30.1162976;-51.3332174
03.358.858/0005-44;ABASTECEDORA DE COMBUSTIVEIS RIOXEL LTDA;RUA SO JOSE,960,CENTRO,GUAIBA,RS,BRAZIL;-30.10765019999999;-51.3226895
86.914.942/0003-62;COMERCIO DE COMBUSTIVEIS DO IVAN LTDA;AVENIDA NESTOR DE MOURA JARDIM,1237,PARQUE 35,GUAIBA,RS,BRAZIL;-30.11703750000001;-51.34124069999999
94.410.628/0002-90;COMERCIAL DE COMBUSTIVEIS RAMADA LTDA;RUA MANOEL FRANCISCO DAS NEVES,407,JARDIM IOLANDA,GUAIBA,RS,BRAZIL;-30.13536750000001;-51.32444209999999
90.903.667/0001-97;R C BARBI;AVENIDA 21 DE ABRIL,492,CENTRO,IJUI,RS,BRAZIL;-28.39336359999999;-53.91800629999999
07.344.282/0001-93;NOSSA CASA COMERCIAL DE COMBUSTIVEIS LTDA;BR 285 KM 457,S/N,SOL NASCENTE,IJUI,RS,BRAZIL;-28.39084040000001;-53.8942103
93.489.243/0049-60;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;RODOVIA BR 285,S/N,LAMBARI,IJUI,RS,BRAZIL;-28.3360954;-52.84545719999999
26.254.757/0004-48;COMERCIO DE COMBUSTIVEIS CAVALINHO LTDA;AVENIDA CORONEL DICO,149,CENTRO,IJUI,RS,BRAZIL;-28.38883190000001;-53.91042839999999
03.323.519/0003-60;ABASTECEDORA DE COMBUSTIVEIS RCR LTDA;AVENIDA PORTO ALEGRE,20,LULU ILGENFRITZ,IJUI,RS,BRAZIL;-28.3940809;-53.9298507
07.473.735/0187-14;SIM REDE DE POSTOS LTDA;RODOVIA ERS-130,2285,SANTO ANDRE,LAJEADO,RS,BRAZIL;-29.44198230000001;-51.97126549999999
15.705.425/0001-73;POSTO DE COMBUSTIVEIS MOINHOS LAJEADO LTDA;RUA CARLOS SPHOR FILHO,1520,MOINHOS,LAJEADO,RS,BRAZIL;-29.46600860000001;-51.9806465
02.558.109/0007-60;COMERCIO DE COMBUSTIVEIS FLORESTAL LTDA;RODOVIA BR-386,1005,HIDRAULICA,LAJEADO,RS,BRAZIL;-29.45947039999998;-51.95544289999997
31.373.058/0002-95;COMERCIO DE COMBUSTIVEIS CODORNA LTDA;RODOVIA ERS-130,3401,MONTANHA,LAJEADO,RS,BRAZIL;-29.4493674;-51.97654639999998
28.056.275/0001-66;ABASTECEDORA DE COMBUSTIVEIS EDAM LTDA;RODOVIA BR-386,5615,OLARIAS,LAJEADO,RS,BRAZIL;-29.43618200000001;-51.99689200000001
02.558.109/0004-17;COMERCIO DE COMBUSTIVEIS FLORESTAL LTDA;AVENIDA ALBERTO PASQUALINI,1244,S?ÉO CRIST?ìV?ÉO,LAJEADO,RS,BRAZIL;-29.4501248;-51.96509059999999
01.552.252/0001-96;CENTRO DE CONVENIENCIAS FALEIRO LTDA;RUA J?öLIO DE CASTILHOS,1348,CENTRO,LAJEADO,RS,BRAZIL;-29.46010390000002;-51.96789690000001
08.061.478/0004-86;ABASTECEDORA DE COMBUSTIVEIS NOVO HAMBURGO LTDA;ESTRADA PRESIDENTE LUCENA,5790,PRIMAVERA,NOVO HAMBURGO,RS,BRAZIL;-29.6718852;-51.16218040000002
10.518.532/0001-79;SDDA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;AVENIDA PEDRO ADAMS FILHO,2408,INDUSTRIAL,NOVO HAMBURGO,RS,BRAZIL;-29.7105469;-51.13076440000001
06.354.412/0001-06;POSTO DE COMBUSTIVEIS ICARO LTDA;AVENIDA CORONEL FREDERICO LINCK,311,IDEAL,NOVO HAMBURGO,RS,BRAZIL;-29.6916445;-51.1400237
33.951.031/0001-87;POSTO TOPGAS COMBUSTIVEIS LTDA;AVENIDA PEDRO ADAMS FILHO,5752,CENTRO,NOVO HAMBURGO,RS,BRAZIL;-29.68191339999998;-51.13060949999998
07.378.914/0001-30;POSTO 2005 DERIVADOS DE PETROLEO LTDA;AVENIDA PRIMEIRO DE MARCO,501,CENTRO,NOVO HAMBURGO,RS,BRAZIL;-29.68865639999998;-51.13007870000001
07.473.735/0045-00;SIM REDE DE POSTOS LTDA;RUA RINCAO,200,RINCAO,NOVO HAMBURGO,RS,BRAZIL;-29.67054590000001;-51.13844829999999
28.046.566/0001-73;ABASTECEDORA DE COMBUSTIVEIS MATRIDI LTDA;RUA MARQUES DE SOUZA,843,HAMBURGO VELHO,NOVO HAMBURGO,RS,BRAZIL;-29.66584079999998;-51.10832289999998
08.210.696/0001-92;POSTO PERSONNALITE COMBUSTIVEIS LTDA;RUA VINTE E CINCO DE JULHO,1366,RIO BRANCO,NOVO HAMBURGO,RS,BRAZIL;-29.67811449999999;-51.1400203
07.857.128/0001-15;DP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;RUA COSTA GAMA,1500,CENTRO,OSORIO,RS,BRAZIL;-29.8974365;-50.27125929999999
94.943.594/0003-80;POSTO DE SERVICOS MARAVILHA LTDA;RODOVIA BR 290,S/N,PARQUE REAL,OSORIO,RS,BRAZIL;-30.36054250000002;-53.6329159
07.473.735/0110-35;SIM REDE DE POSTOS LTDA;AVENIDA BRASIL OESTE,3438,BOQUEIRAO,PASSO FUNDO,RS,BRAZIL;-28.2676133;-52.43605699999999
10.269.693/0001-76;COMERCIO DE COMBUSTIVEIS NV LTDA;AVENIDA PRESIDENTE VARGAS,643,VILA ARAUJO,PASSO FUNDO,RS,BRAZIL;-28.27324079999999;-52.38499629999999
07.608.132/0001-40;POSTO DE COMBUSTIVEIS BROCK E CIFRA LTDA;AVENIDA BRASIL LESTE,85,PETROPOLIS,PASSO FUNDO,RS,BRAZIL;-28.2495242;-52.39161409999999
37.676.391/0001-79;COMERCIO DE COMBUSTIVEIS MONACO LTDA;RUA TEIXEIRA SOARES,109,CENTRO,PASSO FUNDO,RS,BRAZIL;-28.25564399999998;-52.41699519999999
92.038.074/0001-35;VVA ALBINO MICHELETTO & CIA LTDA;AVENIDA PRESIDENTE VARGAS,230,CENTRO,PASSO FUNDO,RS,BRAZIL;-28.26536429999998;-52.39931540000001
23.448.964/0007-98;MP POSTOS E LOGISTICA LTDA;AVENIDA BRASIL OESTE,2210,BOQUEIRAO,PASSO FUNDO,RS,BRAZIL;-28.26890850000001;-52.4241675
07.473.735/0138-36;SIM REDE DE POSTOS LTDA;AVENIDA PRESIDENTE VARGAS,2023,VILA RODRIGUES,PASSO FUNDO,RS,BRAZIL;-28.2741288;-52.38348260000001
93.489.243/0087-96;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;AVENIDA PRESIDENTE VARGAS,317,VILA RODRIGUES,PASSO FUNDO,RS,BRAZIL;-28.26689859999999;-52.3984784
32.367.639/0001-04;GROSS E COSTA COMERCIO DE COMBUSTIVEIS EIRELI;RUA TRES DE MAIO,945,CENTRO,PELOTAS,RS,BRAZIL;-31.7745183;-52.34350329999998
09.273.885/0005-09;VIA MAIS REDE DE POSTOS S.A.;AVENIDA ZEFERINO COSTA,2866,TRES VENDAS,PELOTAS,RS,BRAZIL;-31.706698;-52.3263416
07.473.735/0093-08;SIM REDE DE POSTOS LTDA;AVENIDA FERNANDO OSORIO,3501,TRES VENDAS,PELOTAS,RS,BRAZIL;-31.72057950000002;-52.34312779999998
07.473.735/0091-38;SIM REDE DE POSTOS LTDA;AVENIDA DOM JOAQUIM,650,TRES VENDAS,PELOTAS,RS,BRAZIL;-31.74522070000001;-52.33609039999998
94.625.704/0001-01;POSTO AZEREDO ELGO LTDA;RUA PROFESSOR MARIO PEIRUQUE,970,AREAL,PELOTAS,RS,BRAZIL;-31.74457249999999;-52.31966549999999
07.473.735/0103-06;SIM REDE DE POSTOS LTDA;AVENIDA FERREIRA VIANA,1695,AREAL,PELOTAS,RS,BRAZIL;-31.7588953;-52.31802399999999
07.473.735/0060-31;SIM REDE DE POSTOS LTDA;RODOVIA BR 116,9387,TERRAS ALTAS,PELOTAS,RS,BRAZIL;-31.6874991;-52.3276575
09.557.442/0001-08;ABASTECEDORA DE COMBUSTIVEIS ROGUIL LTDA;ESTRADA BR 392,12501,FRAGATA,PELOTAS,RS,BRAZIL;-31.728185;-52.38137499999998
07.473.735/0053-02;SIM REDE DE POSTOS LTDA;AVENIDA FERNANDO OSORIO,2200,TRES VENDAS,PELOTAS,RS,BRAZIL;-31.73092760000001;-52.34300319999999
07.473.735/0054-93;SIM REDE DE POSTOS LTDA;AVENIDA FERREIRA VIANA,3,AREAL,PELOTAS,RS,BRAZIL;-31.7640278;-52.3339326
10.337.187/0001-77;COMERCIAL DE COMBUSTIVEIS CAMINHO VERDE LTDA;AVENIDA JOAO WALLIG,724,PASSO DA AREIA,PORTO ALEGRE,RS,BRAZIL;-30.01863399999999;-51.16401289999998
41.515.783/0001-23;ABASTECEDORA DE COMBUSTIVEIS MIRELA LTDA;RUA SILVA SO,371,SANTA CECILIA,PORTO ALEGRE,RS,BRAZIL;-30.04156929999998;-51.20438139999998
02.713.771/0001-51;COMERCIAL DE COMBUSTIVEIS ANTARES LTDA;AVENIDA ASSIS BRASIL,6032,SARANDI,PORTO ALEGRE,RS,BRAZIL;-29.99742789999999;-51.1319159
27.272.187/0002-10;VAZ COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA BRASIL,1237,NAVEGANTES,PORTO ALEGRE,RS,BRAZIL;-30.00722840000001;-51.1951848
10.520.277/0001-07;COMERCIAL DE COMBUSTIVEIS RAMIRO LTDA;RUA RAMIRO BARCELOS,238,FLORESTA,PORTO ALEGRE,RS,BRAZIL;-30.02163110000001;-51.21269050000001
08.316.555/0001-59;COMERCIAL DE COMBUSTIVEIS J. REYES LTDA;AVENIDA BENTO GONCALVES,1850,PARTENON,PORTO ALEGRE,RS,BRAZIL;-30.05751470000001;-51.1953698
02.791.270/0001-93;POSTO TONATTO LTDA;AVENIDA CRISTOVAO COLOMBO,2455,AUXILIADORA,PORTO ALEGRE,RS,BRAZIL;-30.01813989999999;-51.19559459999999
01.157.271/0001-18;COMERCIAL DE COMBUSTIVEIS PLANETARIO LTDA;AVENIDA IPIRANGA,1770,SNTANA,PORTO ALEGRE,RS,BRAZIL;-30.04572079999999;-51.2105942
36.905.276/0001-66;COMERCIAL DE COMBUSTIVEIS PR LTDA;AVENIDA CARLOS GOMES,31,AUXILIADORA,PORTO ALEGRE,RS,BRAZIL;-30.02248550000002;-51.1847501
07.473.735/0059-06;SIM REDE DE POSTOS LTDA;AVENIDA ASSIS BRASIL,9216,SARANDI,PORTO ALEGRE,RS,BRAZIL;-29.9781695;-51.11526109999999
93.489.243/0042-94;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;RUA VOLUNTARIOS DA PATRIA,2407,FLORESTA,PORTO ALEGRE,RS,BRAZIL;-30.01321100000001;-51.2112195
90.238.825/0001-31;POSTO DE COMBUSTIVEIS ALICAR LTDA;AVENIDA BENTO GONCALVES,4937,PARTENON,PORTO ALEGRE,RS,BRAZIL;-30.0620691;-51.16664900000001
11.279.021/0001-04;COMERCIAL DE COMBUSTIVEIS ESSEN LTDA;AVENIDA ASSIS BRASIL,3248,JARDIM LINDOIA,PORTO ALEGRE,RS,BRAZIL;-30.01007659999998;-51.15437389999999
87.061.016/0001-92;DIOGA REVENDEDORA DE OLEOS E GASOLINA LTDA;AVENIDA WENCESLAU ESCOBAR,2898,TRISTEZA,PORTO ALEGRE,RS,BRAZIL;-30.11326489999999;-51.25442639999999
00.223.364/0001-30;ABASTECEDORA DE COMBUSTIVEIS ZONA SUL LTDA;AVENIDA CAVALHADA,3696,CAVALHADA,PORTO ALEGRE,RS,BRAZIL;-30.10807;-51.22690549999998
07.659.850/0001-45;COMERCIAL DE COMBUSTIVEIS AGRONOMIA LTDA;AVENIDA BENTO GONCALVES,6992,SAO JOSE,PORTO ALEGRE,RS,BRAZIL;-30.06805900000001;-51.14590019999999
09.475.059/0001-00;ABASTECEDORA DE COMBUSTIVEIS ROMADER LTDA;AVENIDA OTTO NIEMEYER,1043,TRISTEZA,PORTO ALEGRE,RS,BRAZIL;-30.1082437;-51.24842
87.091.997/0013-54;REDE FARROUPILHA GESTAO, VAREJO E INOVACAO LTDA;AVENIDA CAIRU,1167,NAVEGANTES,PORTO ALEGRE,RS,BRAZIL;-30.00608719999999;-51.1955537
10.893.941/0001-55;POSTO E GARAGEM GRAND PRIX LTDA;AVENIDA ASSIS BRASIL,5023,SARANDI,PORTO ALEGRE,RS,BRAZIL;-30.0052767;-51.13755009999999
87.091.997/0001-10;REDE FARROUPILHA GESTAO, VAREJO E INOVACAO LTDA;AVENIDA ASSIS BRASIL,1745,PASSO DAREIA,PORTO ALEGRE,RS,BRAZIL;-30.01150039999998;-51.17018089999999
08.240.645/0001-03;COMERCIAL DE COMBUSTIVEIS AEROPORTO LTDA;RUA EDU CHAVES,120,SAO JOAO,PORTO ALEGRE,RS,BRAZIL;-29.99735359999999;-51.18803479999999
11.368.493/0001-33;MOTTA PINHEIRO - COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA DA CAVALHADA,4260,CAVALHADA,PORTO ALEGRE,RS,BRAZIL;-30.1137415;-51.22599579999999
07.484.233/0001-56;COMERCIAL DE COMBUSTIVEIS CAMPO ALEGRE LTDA;AVENIDA JUCA BATISTA,630,IPANEMA,PORTO ALEGRE,RS,BRAZIL;-30.1393675;-51.22003710000001
08.768.465/0001-07;POSTO DE COMBUSTIVEIS DICO LTDA;AVENIDA FARRAPOS,265,FLORESTA,PORTO ALEGRE,RS,BRAZIL;-30.0265306;-51.216421
07.256.950/0001-20;TORTELLI COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA CEARA,1096,SAO JOAO,PORTO ALEGRE,RS,BRAZIL;-30.0055405;-51.19290940000002
05.491.962/0001-04;ABASTECEDORA DE COMBUSTIVEIS NONOAI LTDA;AVENIDA NONOAI,821,NONOAI,PORTO ALEGRE,RS,BRAZIL;-30.09066480000001;-51.21975370000001
07.473.735/0157-07;SIM REDE DE POSTOS LTDA;AVENIDA IPIRANGA,4610,PETROPOLIS,PORTO ALEGRE,RS,BRAZIL;-30.05292829999998;-51.19251339999999
93.234.086/0001-06;GARAGEM BELEM LTDA;AVENIDA VENANCIO AIRES,399,CIDADE BAIXA,PORTO ALEGRE,RS,BRAZIL;-30.04115030000001;-51.2158163
08.597.984/0001-41;COMERCIAL DE COMBUSTIVEIS INTERCAP LTDA;AVENIDA BENTO GONCALVES,5300,AGRONOMIA,PORTO ALEGRE,RS,BRAZIL;-30.06208319999999;-51.16236549999999
17.455.659/0001-35;AUTO POSTO EDU CHAVES LTDA;RUA DONA MARGARIDA,1270,NAVEGANTES,PORTO ALEGRE,RS,BRAZIL;-30.00044149999999;-51.18984510000002
07.473.735/0095-61;SIM REDE DE POSTOS LTDA;AVENIDA IPIRANGA,999,PRAIA DE BELAS,PORTO ALEGRE,RS,BRAZIL;-30.0488972;-51.21865600000001
13.793.895/0001-00;R TAUBE POSTO DE COMBUSTIVEIS E CONVENIENCIAS LTDA;AVENIDA CHUI,75,CRISTAL,PORTO ALEGRE,RS,BRAZIL;-30.08305099999998;-51.24338460000002
93.489.243/0041-03;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;AVENIDA FARRAPOS,361,FLORESTA,PORTO ALEGRE,RS,BRAZIL;-30.02578499999998;-51.21548889999999
07.768.802/0001-95;POSTO DE COMBUSTIVEIS DORAL LTDA;AVENIDA ICARAI,910,CRISTAL,PORTO ALEGRE,RS,BRAZIL;-30.08683629999999;-51.24057569999999
11.393.320/0004-18;AUTO POSTO ALMIRANTE LTDA;AVENIDA BORGES DE MEDEIROS,2205,PRAIA DE BELAS,PORTO ALEGRE,RS,BRAZIL;-30.04608250000001;-51.22952229999999
92.692.185/0001-60;GARAGEM LAITANO LTDA;RUA SANTANA,608,SANTANA,PORTO ALEGRE,RS,BRAZIL;-30.04357740000001;-51.21054090000001
07.473.735/0153-75;SIM REDE DE POSTOS LTDA;AVENIDA FARRAPOS,4701,NAVEGANTES,PORTO ALEGRE,RS,BRAZIL;-29.99724509999999;-51.19134469999999
45.543.915/0607-53;CARREFOUR COMERCIO E INDUSTRIA LTDA;RUA ALBION,111,PARTENON,PORTO ALEGRE,RS,BRAZIL;-30.06138279999999;-51.16563659999999
95.425.369/0007-48;COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA;RUA SEN PINHEIRO MACHADO,1010,CENTRO,SANTA CRUZ DO SUL,RS,BRAZIL;-29.72165680000001;-52.43230239999999
00.110.559/0001-74;ABASTECEDORA DE COMBUSTIVEIS T W LTDA;RUA SENADOR PINHEIRO MACHADO,1367,SENAI,SANTA CRUZ DO SUL,RS,BRAZIL;-29.72137749999998;-52.4352421
06.194.094/0001-63;F. C. SMIDT & CIA. LTDA.;AVENIDA DEPUTADO EUCLIDES NICOLAU KLIEMANN,1720,ARROIO GRANDE,SANTA CRUZ DO SUL,RS,BRAZIL;-29.74212669999999;-52.42327919999999
00.121.811/0006-55;POSTO SHOPPING CAR COMBUSTIVEIS LTDA.;RUA CORONEL OSCAR RAFAEL JOST,2752,AVENIDA,SANTA CRUZ DO SUL,RS,BRAZIL;-29.70841489999998;-52.4450486
95.425.369/0006-67;COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA;RUA MARECHAL FLORIANO,170,CENTRO,SANTA CRUZ DO SUL,RS,BRAZIL;-29.71279900000003;-52.42764919999999
00.110.559/0003-36;ABASTECEDORA DE COMBUSTIVEIS T W LTDA;RUA THOMAZ FLORES,578,CENTRO,SANTA CRUZ DO SUL,RS,BRAZIL;-29.71778679999999;-52.4242988
07.473.735/0118-92;SIM REDE DE POSTOS LTDA;AVENIDA INDEPENDENCIA,3357,RENASCENCA,SANTA CRUZ DO SUL,RS,BRAZIL;-29.6875248;-52.44359159999999
95.434.809/0009-95;PFLUG COMERCIAL VAREJISTA DE COMBUSTIVEIS LTDA;AVENIDA PRESIDENTE CASTELO BRANCO,1600,DISTRITO INDUSTRIAL,SANTA CRUZ DO SUL,RS,BRAZIL;-29.75311610000001;-52.4261301
95.425.369/0029-53;COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA;RUA SENADOR PINHEIRO MACHADO,616,CENTRO,SANTA CRUZ DO SUL,RS,BRAZIL;-29.72155849999999;-52.428161
