Column1;Column2;Column3;Column4;Column5
09.504.729/0001-70;POSTO DE COMBUSTIVEIS TURMALINA LTDA - ME;RUA DR. MARIO MEIRA,40,CENTRO,BRUMADO,BA,BRAZIL;-14.20567460000002;-41.6642752
10.646.673/0001-77;POSTO CIDADE DE BRUMADO LTDA - ME.;ROD. BR 030,5959,SAO JORGE,BRUMADO,BA,BRAZIL;-14.15380199999998;-41.5137995
39.452.944/0001-35;R J COMERCIO DE COMBUSTIVEL E LUBRIFICANTES LTDA;AVENIDA LINDOLFO AZEVEDO BRITO,518,FELICIANO PEREIRA SANTOS,BRUMADO,BA,BRAZIL;-14.1949482;-41.6649576
33.916.810/0001-41;CGT COMERCIO DE COMBUSTIVEIS LTDA;RUA CEL TIBERIO MEIRA,252,CENTRO,BRUMADO,BA,BRAZIL;-14.2070895;-41.66576079999999
05.291.198/0002-04;POSTO MEIRA COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BR 030,286,VITORIA DA CONQUISTA,BRUMADO,BA,BRAZIL;-14.85779880000002;-40.84007589999999
34.215.756/0001-70;AUTO POSTO AGUIA LTDA;AVENIDA CENTENARIO,1910,RODOVIARIO - SEDE,BRUMADO,BA,BRAZIL;-14.2188553;-41.68722089999999
02.046.038/0001-20;POSTO CATIBOABA LTDA;RODOVIA BR 030 KM 08,SN,VILA CATIBOABA,BRUMADO,BA,BRAZIL;-14.24034990000002;-41.7236572
19.741.083/0001-06;AUTO POSTO LUCAS LTDA;AVENIDA CORONEL SANTOS,1256,SAO FELIX,BRUMADO,BA,BRAZIL;-14.20689579999998;-41.6540707
02.512.414/0005-59;POSTO SEABRA LTDA;RUA ERNESTO CARNEIRO,9,CENTRO,BRUMADO,BA,BRAZIL;-14.1998783;-41.6625082
14.011.712/0001-10;COMERCIAL DE DERIVADOS DE PETROLEO SOUZA LTDA;AVENIDA CENTENARIO,564,DR JURACY,BRUMADO,BA,BRAZIL;-14.21605949999999;-41.6753659
17.220.007/0001-11;VAS COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BA 262,S/N,SAO FELIX,BRUMADO,BA,BRAZIL;-14.5521001;-40.32513269999998
13.678.743/0001-67;OSVALDINO GOMES DE CARVALHO;PRACA TANCREDO NEVES,6,SEDE,CAETITE,BA,BRAZIL;-14.0660806;-42.48480039999998
42.043.550/0001-38;POSTO 3 LTDA;AVENIDA PREFEITO DACIO OLIVEIRA,170,CENTRO,CAETITE,BA,BRAZIL;-14.06474030000001;-42.48730269999999
14.398.937/0001-71;MARIA RODRIGUES SOUZA;PRACA BUENOS AIRES,S/N,SEDE,CAETITE,BA,BRAZIL;-14.0582057;-42.489464
16.776.849/0001-91;AUTO POSTO FAUSTO LTDA;AVENIDA DACIO OLIVEIRA,SN,RANCHO ALEGRE,CAETITE,BA,BRAZIL;-14.06323420000002;-42.49747389999999
09.622.438/0001-86;AUTO POSTO DESEJO LTDA.;AVENIDA DAVID JONAS FADINI,2798,JUCA ROSA,EUNAPOLIS,BA,BRAZIL;-16.3352577;-39.58085140000001
06.002.089/0001-01;AUTO POSTO COLORADO LTDA;AVENIDA BAHIA,301,VIVENDAS COSTA AZUL,EUNAPOLIS,BA,BRAZIL;-16.38513720000001;-39.58638139999999
13.015.896/0001-24;J MARCOS ALVES TRINDADE & CIA LTDA;AVENIDA LUIZ EDUARDO MAGALHAES,376,PEQUI,EUNAPOLIS,BA,BRAZIL;-16.3714334;-39.58143939999999
02.114.331/0001-88;GEO MERCANTIL DE DERIVADOS DE PETROLEO LTDA;RODOVIA BR 101,S/N,URBIS I,EUNAPOLIS,BA,BRAZIL;-19.75071080000001;-40.37990159999998
37.321.647/0001-25;POSTO DE COMBUSTIVEIS FRAGA MAIA LTDA;AVENIDA CASIMIRO DE ABREU,400-B,CIDADE NOVA,FEIRA DE SANTANA,BA,BRAZIL;-12.223656;-38.95332070000001
30.407.550/0004-33;DK COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA PRESIDENTE DUTRA,1802,CAPUCHINHOS,FEIRA DE SANTANA,BA,BRAZIL;-12.26198199999999;-38.94864110000001
34.431.031/0001-19;J MARTINS DERIVADOS DE PETROLEO LTDA - EPP;AVENIDA EDUARDO FROES DA MOTA,1197,SANTA MONICA,FEIRA DE SANTANA,BA,BRAZIL;-12.26291259999998;-38.9328372
13.799.101/0003-88;J A SOBRAL & CIA LTDA;AVENIDA EDUARDO FROES DA MOTA,5700,CIDADE NOVA,FEIRA DE SANTANA,BA,BRAZIL;-12.2321962;-38.95620739999999
14.486.153/0012-58;TREVO DERIVADOS DE PETROLEO LTDA;AVENIDA AV. PRESIDENTE DUTRA,2325,CAPUCHINHOS,FEIRA DE SANTANA,BA,BRAZIL;-12.265374;-38.9451061
30.407.550/0005-14;DK COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA DEPUTADO FRANCISCO JOSE PINTO DOS SANTOS,530,PEDRA DO DESCANSO,FEIRA DE SANTANA,BA,BRAZIL;-12.26487370000002;-38.97976520000001
14.486.153/0022-20;TREVO DERIVADOS DE PETROLEO LTDA;RUA SAO DOMINGOS,450,SANTA MONICA,FEIRA DE SANTANA,BA,BRAZIL;-12.2607927;-38.94395259999999
04.673.080/0001-05;POSTO DE COMBUST?çVEIS VILA OLIMPICA LTDA.;AVENIDA RIO DE JANEIRO,845,PEDRA DO DESCANSO,FEIRA DE SANTANA,BA,BRAZIL;-12.26457460000001;-38.9789663
14.486.153/0007-90;TREVO DERIVADOS DE PETROLEO LTDA;AVENIDA EDUARDO FROES DA MOTA,970,TOMBA,FEIRA DE SANTANA,BA,BRAZIL;-12.263205;-38.9324915
16.671.812/0001-07;J N COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA DEPUTADO FRANCISCO JOSE PINTO DOS SANTOS,942,PEDRA DO DESCANSO,FEIRA DE SANTANA,BA,BRAZIL;-12.26487370000002;-38.97976520000001
08.997.756/0001-69;MAXDIESEL DERIVADOS DE PETROLEO LTDA;PRACA DA REPUBLICA,S/N,CENTRO,FEIRA DE SANTANA,BA,BRAZIL;-12.26049190000001;-38.9672144
21.990.355/0001-45;POSTO VIA PARQUE LTDA;RUA SAO SALVADOR,1380,35O BI,FEIRA DE SANTANA,BA,BRAZIL;-12.28502180000001;-38.94632360000001
15.151.046/0005-02;POSTO KALILANDIA LTDA;AVENIDA PRESIDENTE DUTRA,1320,PONTO CENTRAL,FEIRA DE SANTANA,BA,BRAZIL;-12.25979179999998;-38.9530273
44.182.247/0001-41;AUTO POSTO ORIGINAL LTDA;RUA DOUTOR MACARIO CERQUEIRA,313,MUCHILA,FEIRA DE SANTANA,BA,BRAZIL;-12.2633712;-38.9700617
30.407.550/0001-90;DK COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA EDUARDO FR?ìES DA MOTA,S/N,SANTA M?îNICA,FEIRA DE SANTANA,BA,BRAZIL;-12.23181819999999;-38.95622459999999
21.265.217/0001-01;ARGOS COMBUSTIVEIS E LUBRIFICANTES LTDA;RUA TUPINAMBAS,4000,SAO JOAO,FEIRA DE SANTANA,BA,BRAZIL;-12.23362080000001;-38.94880039999998
14.622.047/0001-00;POSTO DE DERIVADOS DE PETROLEO ITA GUANABARA LTDA;AVENIDA GUANABARA,10,CENTRO,GUANAMBI,BA,BRAZIL;-14.2212606;-42.7798072
24.764.152/0001-29;RANCHO ALEGRE COMERCIO DE COMBUSTIVEIS LTDA;RUA JOAQUIM CHAVES,656,SANTO ANTONIO,GUANAMBI,BA,BRAZIL;-14.23708869999999;-42.7807494
13.104.211/0001-16;POSTO MODELO LTDA;RUA BARAO DO RIO BRANCO,205,CENTRO,GUANAMBI,BA,BRAZIL;-14.21933809999998;-42.77969070000001
03.895.900/0001-32;AUTO POSTO RIO BRANCO DERIVADOS DE PETROLEO LTDA;AVENIDA BARAO DO RIO BRANCO,819,CENTRO,GUANAMBI,BA,BRAZIL;-14.21920000000001;-42.77500800000001
07.151.358/0002-45;GRUPO A COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA BARAO DO RIO BRANCO,1800,SAO FRANCISCO,GUANAMBI,BA,BRAZIL;-14.21178589999999;-42.77052140000001
02.268.356/0003-06;POSTO GRUTA DA LAPA LTDA;AVENIDA DEOLINDA MARTINS,561,SANTO ANTONIO,GUANAMBI,BA,BRAZIL;-14.23460410000001;-42.77808260000001
13.497.953/0001-59;DERIVADOS DE PETROLEO LELEU LTDA;AVENIDA ITABUNA,2282,CENTRO,ILHEUS,BA,BRAZIL;-14.79528769999999;-39.0552227
13.631.353/0001-31;POSTO DE SERVICOS DOM EDUARDO LTDA.;AVENIDA ITABUNA,1814,BASILIO,ILHEUS,BA,BRAZIL;-14.7930815;-39.05133789999999
33.099.859/0001-59;CONQUISTA COMBUSTIVEIS LTDA;AVENIDA ITABUNA,1739,CONQUISTA,ILHEUS,BA,BRAZIL;-14.7933798;-39.05158219999998
09.166.195/0001-19;CHECON DANTAS COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA ITABUNA,534,CENTRO,ILHEUS,BA,BRAZIL;-14.79117219999999;-39.03935530000002
02.366.787/0001-35;COMERCIAL SAVOIA LTDA;AVENIDA RAYMUNDO SA BARRETO,S/N,JARDIM SAVOIA,ILHEUS,BA,BRAZIL;-14.76196600000001;-39.06383270000001
00.175.819/0001-90;AM DERIVADOS DE PETROLEO E COMERCIO LTDA;AVENIDA PETROBRAS,100,CENTRO,ILHEUS,BA,BRAZIL;-14.79341600000002;-39.0515899
28.562.491/0001-83;BATISTA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;AVENIDA FERROVIARIA,S/N,IGUAPE,ILHEUS,BA,BRAZIL;-14.75056190000002;-39.06676509999999
38.122.724/0001-80;P M C COMERCIO VAREJISTA DE COMBUSTIVEIS E LUBRIFICANTES LTDA;RODOVIA JORGE AMADO,1060,BANCO DA VITORIA,ILHEUS,BA,BRAZIL;-14.78276120000001;-39.10410489999999
47.511.812/0001-65;FENIX COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;PRACA CAIRU,8,CENTRO,ILHEUS,BA,BRAZIL;-14.797335;-39.03604630000001
14.455.726/0001-23;POSTO DE COMBUST?çVEL R E LTDA.;AVENIDA PEDRO JOS?â DA SILVA,552,CENTRO,IPIRA,BA,BRAZIL;-12.1458365;-39.74537369999999
16.964.365/0001-76;POSTO PAGUE MENOS LTDA;RODOVIA BA 233,S/N,ZONA RURAL,IPIRA,BA,BRAZIL;-12.16750020000001;-39.73489459999999
02.448.248/0001-45;AUTO POSTO AUGUSTU'S LTDA;SITIO SAO JOSE,SN,SEDE,IPIRA,BA,BRAZIL;-12.09893640000002;-39.77061009999999
13.625.629/0001-79;AUTO POSTO SAO JOAO LTDA;RODOVIA BA 052,S/N,CENTRO,IPIRA,BA,BRAZIL;-11.65077930000001;-40.91548340000001
28.932.858/0001-03;J.P. DE SOUSA DERIVADOS DE PETROLEO EIRELI;RUA HENRIQUE PRAGUER,S/N,CENTRO,IPIRA,BA,BRAZIL;-12.16194730000002;-39.7399849
18.728.005/0001-09;ADEMIR FRAGA LIMA CIA LTDA;RUA WALDOMIRO LINS,47-B,CENTRO,IPIRA,BA,BRAZIL;-12.15939459999998;-39.7410645
03.961.850/0001-44;AUTO POSTO COPA 70 LTDA;BA 052 KM 354,SN,SEDE,IRECE,BA,BRAZIL;-11.28761769999999;-41.84540279999999
52.001.821/0001-46;RONALDO A. NUNES LTDA;RUA DOS CRENTES,9998,POVOADO DE ITAPICURU,IRECE,BA,BRAZIL;-11.3364569;-41.9348659
24.312.269/0001-71;AUTO POSTO LIBORIO LTDA;AVENIDA JULIO PEREIRA NUNES,542,CENTRO,IRECE,BA,BRAZIL;-11.29744969999999;-41.86072599999999
14.075.105/0004-67;O TORRES;AVENIDA SANTOS LOPES,1660,CENTRO,IRECE,BA,BRAZIL;-11.28832689999998;-41.84857700000001
23.893.267/0001-50;ACS DERIVADOS DE PETROLEO LTDA;RODOVIA BA 148,S/N,CENTRO,IRECE,BA,BRAZIL;-11.3086212;-41.8533697
15.282.816/0001-22;COMERCIAL RADAR COMBUSTIVEIS LTDA;AVENIDA PRIMEIRO DE JANEIRO,1150,CENTRO,IRECE,BA,BRAZIL;-11.30465019999999;-41.84912349999999
19.584.110/0001-76;COSTA  MENDONCA DERIVADOS DE PETROLEO LTDA;AVENIDA PRIMEIRO DE JANEIRO,275,CENTRO,IRECE,BA,BRAZIL;-11.2940016;-41.8409229
02.330.362/0001-76;POSTO DE COMBUSTIVEIS RN LTDA;RODOVIA BR 101 - KM 504,S/N,ODILON,ITABUNA,BA,BRAZIL;-14.78078260000001;-39.2900587
13.056.270/0001-66;DERIVADOS DE PETROLEO TEUNA LTDA;AVENIDA INACIO TOSTA FILHO,834,CENTRO,ITABUNA,BA,BRAZIL;-14.79185730000001;-39.28092639999999
33.947.326/0001-80;FERRADAS COMERCIO E DERIVADOS DE PETROLEO LTDA;RUA SANTO ANTONIO,S/N,FERRADAS,ITABUNA,BA,BRAZIL;-14.8457051;-39.34129480000001
14.221.431/0001-92;POSTO LIBANO DERIVADOS DE PETROLEO LTDA;AVENIDA JURACY MAGALHAES,7,ALTO MIRANTE,ITABUNA,BA,BRAZIL;-14.78497089999999;-39.27145580000002
14.797.143/0001-80;COMERCIAL RAMOS RANGEL ITABUNA I LTDA;AVENIDA MANOEL SOUZA CHAVES,817,JACANA,ITABUNA,BA,BRAZIL;-14.81377539999999;-39.28936269999999
33.362.510/0001-68;POSTO OASIS COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;AVENIDA JOSE SOARES PINHEIRO,542,CENTRO,ITABUNA,BA,BRAZIL;-14.7949811;-39.2866172
18.500.301/0001-40;COMERCIAL DE DERIVADOS DE PETROLEO DA HORA LTDA;AVENIDA INACIO TOSTA FILHO,508,CENTRO,ITABUNA,BA,BRAZIL;-14.79048789999999;-39.2780564
34.962.051/0001-16;RAMOS E RAMOS COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;AVENIDA ANTONIO C. MAGALHAES,138,CENTRO,ITAMARAJU,BA,BRAZIL;-17.03157540000001;-39.5330464
05.696.709/0001-97;CODEPEL -COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA PERIMENRAL,348,CENTRO,ITAMARAJU,BA,BRAZIL;-17.03723959999998;-39.52943189999999
18.779.375/0001-67;ITAMARAJU COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BR 101 KM 808,S/N,SANTO ANTONIO DO MONTE,ITAMARAJU,BA,BRAZIL;-17.01544749999999;-39.54312959999999
15.508.383/0001-80;POSTO LIMOEIRO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;RODOVIA BR 101, KM 806,S/N,SEDE,ITAMARAJU,BA,BRAZIL;-14.7746373;-39.28824710000001
13.683.818/0001-06;BENTIVI DERIVADOS DE PETROLEO LTDA;RODOVIA BR 101,S/N,SEDE,ITAMARAJU,BA,BRAZIL;-17.01442399999998;-39.54317399999999
25.117.252/0001-26;VIP ITAMARAJU COMBUSTIVEIS LTDA;AVENIDA PERIMETRAL,1450,JAQUEIRA,ITAMARAJU,BA,BRAZIL;-17.0478491;-39.5302672
36.190.233/0001-41;SANTA ROSA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES EIRELI;AVENIDA SANTA ROSA DE LIMA,SN,NOVO PARAISO,JACOBINA,BA,BRAZIL;-11.17917629999999;-40.51520110000001
29.922.765/0002-41;LUBRINESSA XVI COMERCIO DE PETROLEO LTDA;PRACA DOIS DE JULHO,70,CENTRO,JACOBINA,BA,BRAZIL;-11.18218839999999;-40.51645009999999
29.494.716/0003-36;AUTOPOSTO SAUDE LTDA;RODOVIA BR 324,SN,NOVO PARAISO,JACOBINA,BA,BRAZIL;-11.17405869999998;-40.5335232
29.922.765/0001-60;LUBRINESSA XVI COMERCIO DE PETROLEO LTDA;RODOVIA BR 324,S/N,JUNCO,JACOBINA,BA,BRAZIL;-9.625839199999998;-42.08634960000001
34.733.643/0001-66;REDE JG JACOBINA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;AVENIDA RAIMUNDO GORDIANO CEDRAZ,1140,CATUABA,JACOBINA,BA,BRAZIL;-11.16303189999999;-40.5497623
07.856.330/0001-22;TROPICAL COMBUSTIVEIS E LUBRIFICANTES LTDA;RUA FRANCISCO ROCHA PIRES,300,CENTRO,JACOBINA,BA,BRAZIL;-11.18548039999999;-40.51446770000002
28.254.992/0001-00;VAGNER LUAN SANTOS GONCALVES;RODOVIA JACOBINA/MIGUEL CALMON  BA 131,KM 4,MALHADINHA,JACOBINA,BA,BRAZIL;-11.1835357;-40.51808669999999
04.287.217/0001-85;RAQUEL DERIVADOS DE PETROLEO LTDA;ESTRADA JACOBINA MIGUEL CALMON,SN,CATUABA,JACOBINA,BA,BRAZIL;-11.18459000000002;-40.52074999999999
25.448.035/0001-19;BC REVENDA DE COMBUSTIVEIS LTDA;AVENIDA LOMANTO JUNIOR,128,CENTRO,JACOBINA,BA,BRAZIL;-11.1846914;-40.5123295
05.481.141/0001-97;PARENTES REVENDA DE PRODUTOS DE PETROLEO LTDA.;AVENIDA CENTENARIO,1600,NAZARE,JACOBINA,BA,BRAZIL;-11.18381919999999;-40.5313543
11.438.442/0002-11;CLM COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA PRESIDENTE MEDICI,2150,ENTRONCAMENTO DE JAGUAQUARA,JAGUAQUARA,BA,BRAZIL;-13.51584750000001;-40.06159209999998
20.808.212/0001-07;AUTO POSTO D'ONOFRIO LTDA;RUA RUY BARBOSA,467,CENTRO,JAGUAQUARA,BA,BRAZIL;-13.52823760000001;-39.9696966
34.214.809/0001-38;COM DE DER DE PETROLEO BARRETO LTDA;AVENIDA FRANZ GEDEON,250,CENTRO,JEQUIE,BA,BRAZIL;-13.8608677;-40.07715590000002
05.924.835/0001-51;JEQUIEZINHO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;RUA DR. JOAO BRAGA,S/N,JEQUIEZINHO,JEQUIE,BA,BRAZIL;-13.8675609;-40.06618559999998
02.891.624/0001-71;PITU COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA GOVERNADOR LOMANTO JUNIOR,220,CENTRO,JEQUIE,BA,BRAZIL;-13.86287139999998;-40.08380140000001
03.550.965/0001-46;D & M COMERCIAL LTDA;AVENIDA JOAO GOULART,65,CENTRO,JEQUIE,BA,BRAZIL;-13.86425;-40.0798633
10.298.695/0001-93;CIDADE NOVA COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA GOVERNADOR AURELIO RODRIGUES VIANA,80,KENNEDY,JEQUIE,BA,BRAZIL;-13.85620990000001;-40.11333070000001
08.505.094/0001-62;SS COMERCIO DERIVADOS DE PETROLEO LTDA;RUA BERTINO PASSOS,250,CENTRO,JEQUIE,BA,BRAZIL;-13.85767680000002;-40.08591319999999
13.707.245/0001-03;STOCK COMERCIO DE DERIVADOS DE PETROLEO LTDA;RUA BRIG SA BITENCOURT,5,JEQUIEZINHO,JEQUIE,BA,BRAZIL;-13.8659615;-40.07512320000001
05.512.621/0001-78;COMERCIAL DE DERIVADOS DE PETROLEO UNIPETRO LTDA;AVENIDA LANDULFO CARIBE,  LOTES 08 E 09,S/N,CENTRO,JEQUIE,BA,BRAZIL;-13.8531175;-40.07892229999998
00.296.696/0001-45;SUDOESTE COM?âRCIO DE COMBUST?çVEIS & SERVI?áOS LTDA.;AVENIDA OTAVIO MANGABEIRA,S/N,MANDACARU,JEQUIE,BA,BRAZIL;-13.8692807;-40.08864929999998
00.697.413/0001-77;M W COMERCIO DE COMBUSTIVEIS SERVICOS E ALIMENTOS LTDA;PRACA GOVERNADOR JURACY MAGALHAES,437A,JEQUIEZINHO,JEQUIE,BA,BRAZIL;-13.86718800000001;-40.07074499999999
11.271.229/0003-49;TRANSVALE DERIVADOS DE PETROLEO LTDA;RODOVIA LOMANTO JUNIOR,SN,JOAO PAULO II,JUAZEIRO,BA,BRAZIL;-9.461790599999997;-40.49000469999998
14.486.153/0005-29;TREVO DERIVADOS DE PETROLEO LTDA;RODOVIA BR 407,S/N,DISTRITO INDUSTRIAL,JUAZEIRO,BA,BRAZIL;-9.06100340000001;-40.6713447
30.132.108/0001-07;AUTO POSTO ESMERALDAS LTDA;AVENIDA DOUTOR ADOLFO VIANA,0,ALTO DA MARAVILHA,JUAZEIRO,BA,BRAZIL;-9.416952000000007;-40.50058129999999
10.306.350/0001-34;AUTO POSTO LORENA LTDA;AVENIDA JOAO DURVAL CARNEIRO,SN,CASTELO BRANCO,JUAZEIRO,BA,BRAZIL;-9.437975900000005;-40.4930513
20.738.329/0001-61;POSTO DE COMBUSTIVEIS ALVES BANDEIRA LTDA - EPP;AVENIDA DR. NELSON LEAL,33,CENTRO,LIVRAMENTO DE NOSSA SENHORA,BA,BRAZIL;-13.6378421;-41.8398367
11.608.590/0001-56;MACHADO & FILHOS LTDA;AVENIDA LINDENBERG CARDOSO,171,TAQUARI,LIVRAMENTO DE NOSSA SENHORA,BA,BRAZIL;-13.6595372;-41.84671190000001
31.022.134/0001-37;POSTO DE COMBUSTIVEIS PORTAL DA CHAPADA LTDA;PRACA CORONEL ZEZINHO TANAJURA,1,CENTRO,LIVRAMENTO DE NOSSA SENHORA,BA,BRAZIL;-13.64310169999999;-41.84083620000001
05.303.303/0001-05;ADAO ALVES BONFIM & CIA LTDA;AVENIDA LINDEMBERG CARDOSO,1500,PI?áARRAO,LIVRAMENTO DE NOSSA SENHORA,BA,BRAZIL;-13.67300219999999;-41.84427919999999
02.253.236/0001-65;AUTO POSTO PIRES PEREIRA LTDA;AVENIDA LINDEMBERG CARDOSO,667,TAQUARI,LIVRAMENTO DE NOSSA SENHORA,BA,BRAZIL;-13.6635492;-41.84671499999999
19.672.870/0001-35;POSTO DE COMBUSTIVEIS SILVA PEREIRA LTDA;AVENIDA PRESIDENTE VARGAS,1081,CENTRO,LIVRAMENTO DE NOSSA SENHORA,BA,BRAZIL;-13.63761740000001;-41.83863139999999
03.439.001/0001-25;SANFRANCISCO COMBUSTIVEL LTDA;RUA SANTOS DUMONT,133,CENTRO,PAULO AFONSO,BA,BRAZIL;-9.400068000000001;-38.22022540000001
04.745.177/0001-78;J B ALVES DE PAULO AFONSO;AVENIDA DA MACONARIA,260,PERPETUO SOCORRO,PAULO AFONSO,BA,BRAZIL;-9.401308500000003;-38.23090429999999
09.047.230/0001-80;RICALL COMBUSTIVEIS LTDA;RODOVIA BA 210,1185,TANCREDO NEVES II,PAULO AFONSO,BA,BRAZIL;-9.446029399999986;-38.2219408
11.689.758/0003-67;POSTO MARIA DO CARMO LTDA;RUA MARECHAL FLORIANO PEIXOTO,0,CENTRO,PAULO AFONSO,BA,BRAZIL;-9.399969999999986;-38.21953319999999
18.409.735/0001-39;LIMA MORAIS COMERCIAL DE COMBUSTIVEL E TRANSPORTE LTDA;RODOVIA BR 110,S/N,TANCREDO NEVES III,PAULO AFONSO,BA,BRAZIL;-9.448626899999997;-38.21689040000001
07.183.283/0001-01;QUEIROZ SANTOS COM?âRCIO DE COMBUSTIVEL LTDA;RUA GERMANO BATISTA DE SOUZA,320,PITUBA,POCOES,BA,BRAZIL;-14.52356800000001;-40.37694179999999
09.153.856/0001-71;AUTO POSTO APACHE LTDA PP;AVENIDA JUCELINO KUBISTCHECK,737-A,PITUBA,POCOES,BA,BRAZIL;-14.5173524;-40.3706924
13.315.486/0001-07;AUTO POSTO REFORCO LTDA;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK,754,TIRADENTES,POCOES,BA,BRAZIL;-14.5275953;-40.3807324
06.165.285/0001-05;R.R. COMERCIO VAREJISTA E TRANSPORTE DE DERIVADOS DE PETROLEO LTDA;RUA TIMOTEO GONCALVES DA COSTA,79,CENTRO,POCOES,BA,BRAZIL;-14.5282411;-40.36376139999999
14.986.103/0001-87;POSTO E HOTEL PITUBA LTDA;RODOVIA BR 116,S/N,SEDE,POCOES,BA,BRAZIL;-14.5173524;-40.3706924
14.987.317/0001-78;EZENILDA C?âLIA NOVAIS LABANCA;PRACA CORONEL RAIMUNDO PEREIRA DE MAGALH?ÉES,211,CENTRO,POCOES,BA,BRAZIL;-14.53139029999999;-40.36555290000001
05.799.060/0001-30;POCOES DERIVADOS DE PETROLEO LTDA;RUA VIRGILIO DAMASIO,1,LAGOA GRANDE,POCOES,BA,BRAZIL;0.0;0.0
07.930.629/0001-80;POSTO NOSSA SENHORA APARECIDA LTDA;AVENIDA VITORIA DA CONQUISTA,1580,SAO PAULO,POCOES,BA,BRAZIL;-23.55577139999999;-46.6395571
01.700.901/0001-59;LESTE DERIVADOS DE PETROLEO LTDA;AVENIDA ADNO MUSSER,1960,TABAPIRI,PORTO SEGURO,BA,BRAZIL;-16.435238;-39.07422159999999
05.841.787/0001-38;SULBAHIA COMBUSTIVEIS LTDA;AVENIDA ADNO MUSSER,3200,MIRANTE CARAVELAS,PORTO SEGURO,BA,BRAZIL;-16.43753599999999;-39.08838170000001
27.170.550/0001-05;BAHIA REVENDEDORA DE PETROLEO E DERIVADOS LTDA - ME;AVENIDA ADNO MUSSER,2595,MIRANTE DAS CARAVELAS,PORTO SEGURO,BA,BRAZIL;-16.4322694;-39.09037369999999
07.200.913/0001-09;AUTO POSTO NAVEGANTES LTDA;AVENIDA AVENIDA DOS NAVEGANTES,311,CENTRO,PORTO SEGURO,BA,BRAZIL;-16.44477359999999;-39.0648282
07.064.096/0001-09;PORTAL POSTO DE COMBUSTIVEIS LTDA;AVENIDA ADNO MUSSER,3600,CAMBOLO,PORTO SEGURO,BA,BRAZIL;-16.4377491;-39.08755980000001
20.612.233/0001-52;WF3 COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA LUIS VIANA,1171,PARALELA,SALVADOR,BA,BRAZIL;-12.93683479999998;-38.39751669999998
04.420.464/0004-50;ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA;AVENIDA BARROS REIS - LADO PAR,2938,ARRAIAL DO RETIRO,SALVADOR,BA,BRAZIL;-12.94720469999998;-38.47114220000001
29.102.323/0001-78;POSTO DIQUE COMBUSTIVEIS LTDA.;AVENIDA VASCO DA GAMA,833,ENG. VELHO DE BROTAS,SALVADOR,BA,BRAZIL;-12.99856819999999;-38.49190749999999
29.102.327/0001-56;POSTO DE COMBUSTIVEIS LTDA.;AVENIDA ANTONIO CARLOS MAGALHAES,3174,PITUBA,SALVADOR,BA,BRAZIL;-13.0004711;-38.4593667
42.058.830/0001-10;S&F COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;RUA PROFESSOR SOUZA BRITO,1014,ITAPUA,SALVADOR,BA,BRAZIL;-12.954885;-38.35482919999999
13.635.461/0001-82;AUTO POSTO BUDI?ÉO LTDA.;RUA DOUTOR AUGUSTO LOPES PONTES,167,COSTA AZUL,SALVADOR,BA,BRAZIL;-12.98853149999999;-38.4467899
05.125.819/0001-07;POSTO CASAGRANDE LTDA;RUA FREDERICO COSTA,7,BROTAS,SALVADOR,BA,BRAZIL;-12.98278229999999;-38.4974546
02.377.962/0001-90;COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA;AVENIDA JURACY MAGALHAES JUNIOR,2575,HORTO FLORESTAL,SALVADOR,BA,BRAZIL;-12.996062;-38.4776949
08.750.716/0001-18;FLAMINGO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E SERVICOS LTDA;AVENIDA PROFESSOR MANOEL RIBEIRO,861,STIEP,SALVADOR,BA,BRAZIL;-12.9817136;-38.44301580000002
