id,cnpj,endereco,estado,lat,lon,municipio,nome,cidade,bairro,cep,numero,fonte_coordenada
17971,35.345.321/0001-02,RUA JOAO VERAS DE SIQUEIRA,PE,-8.080037800000007,-39.12979559999999,,FERNANDO SILVINO DE LIMA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,SALGUEIRO,NS APARECIDA,56000-000,1721,MANUAL
19710,36.081.955/0001-68,RUA JOAO VERAS DE SIQUEIRA,PE,-8.070734799999997,-39.13571080000001,,M R R CECILIO MACHADO EIRELI,SALGUEIRO,AUGUSTO DE ALENCAR SAMPAIO,56000-000,0,MANUAL
16627,41.057.571/0002-20,AVENIDA CEL. VEREMUNDO SOARES,PE,-8.0656812,-39.1309754,,VERDEJANTE COMERCIAL LTDA,SALGUEIRO,N. S. DAS GRACAS,56000-000,S/N,Manual
14625,35.345.321/0003-74,RUA VALDEMAR MENEZES,PE,-8.079950800000002,-39.12791390000001,,FERNANDO SILVINO DE LIMA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,SALGUEIRO,NOSSA SENHORA APAREC,56000-000,2008,MANUAL
17326,08.279.379/0001-22,TRAVESSA ANTONIO ANGELIM,PE,-8.073026099999991,-39.12544700000002,,SATYRO IVO NETO,SALGUEIRO,SANTO ANTONIO,56000-000,725,MANUAL
15754,28.752.167/0001-28,RUA DESEMB. SILVA BARROS,PE,-8.073815499999998,-39.12884520000001,,JL COMBUSTIVEIS & LUBRIFICANTES LTDA,SALGUEIRO,NOSSA SENHORA APARECIDA,56000-000,327,MANUAL
19411,05.990.032/0001-03,RODOVIA BR 116 KM 25,PE,-8.06121179999999,-39.1368014,,POSTO BRASIL LTDA,SALGUEIRO,BARRIGUDA,56000-000,S/N,MANUAL
19957,03.010.559/0002-71,RUA JOAO VERAS DE SIQUEIRA,PE,-8.079537100000005,-39.131306,,COMERCIO DE COMBUSTIVEIS CACHOEIRA LTDA,SALGUEIRO,NOSSA SENHORA APARECIDA,56000-000,2063-A,MANUAL
17243,12.435.233/0001-04,RUA SEVERINA MOURA DE OLIVEIRA,PE,-7.944659600000003,-36.2005178,,AUTO POSTO BADU LTDA,SANTA CRUZ DO CAPIBARIBE,MALAQUIAS CARDOSO,55190-001,13,MANUAL
19523,11.436.838/0001-49,AVENIDA PREFEITO BRAZ DE LIRA,PE,-7.9557921,-36.1925739,,POSTO ATUAL LTDA,SANTA CRUZ DO CAPIBARIBE,MALAQUIAS CARDOSO,55190-000,S/N,Manual
17905,34.746.809/0001-89,RUA JOAQUIM NABUCO,PE,-7.950601099999998,-36.21158789999998,,AUTO POSTO B.T. CAVALCANTI COMERCIO DE COMBUSTIVEIS LTDA,SANTA CRUZ DO CAPIBARIBE,CRUZ ALTA,55195-009,292,MANUAL
16352,26.961.105/0001-09,RUA MAESTRO ALEXANDRE,PE,-7.946739299999996,-36.20770529999999,,POSTO DE COMBUSTIVEIS N2 LTDA,SANTA CRUZ DO CAPIBARIBE,NOVA SANTA CRUZ,55194-321,353,MANUAL
15091,30.910.077/0001-60,RUA DOS PACAS,PE,-7.9533736,-36.2003764,,ARRUDA AUTO POSTO I COMERCIO DE COMBUSTIVEIS LTDA,SANTA CRUZ DO CAPIBARIBE,NOVO,55192-310,342,Manual
18570,08.475.306/0001-06,RUA JOSE GLICERIO DA SILVA,PE,-7.943567300000014,-36.20828570000001,,POSTO DE COMBUSTIVEIS ESTEVAO E CIA LTDA,SANTA CRUZ DO CAPIBARIBE,NOVA SANTA CRUZ,55194-372,34,MANUAL
16036,05.692.294/0001-83,AVENIDA PREFEITO BRAZ LIRA (ROD PE-160),PE,-7.956325200000012,-36.19619720000001,,POSTO ARAUJO COMBUSTIVEIS LTDA,SANTA CRUZ DO CAPIBARIBE,MALAQUIAS CARDOSO,55190-356,65,MANUAL
16154,30.910.809/0001-11,RUA DOM PEDRO I,PE,-7.9504442,-36.2043473,,ARRUDA AUTO POSTO COMBUSTIVEIS LTDA,SANTA CRUZ DO CAPIBARIBE,NOVA SANTA CRUZ,55192-506,45,Manual
16372,18.235.775/0001-01,RUA MANOEL PEREIRA LINS,PE,-7.990131999999996,-38.28661990000001,,VALE COMERCIAL DE PETROLEO LTDA - EPP,SERRA TALHADA,NOSSA SENHORA DA PENHA,56912-370,1620,MANUAL
19436,24.979.332/0001-28,AVENIDA DOUTOR ADEMAR XAVIER,PE,-7.9866545,-38.2881193,,RODRIGUES E SILVA COMERCIO DERIVADOS DE PETROLEO LTDA - EPP,SERRA TALHADA,NOSSA SENHORA DA CONCEICAO,56912-010,1005,Manual
16934,03.855.694/0001-37,RUA JOCA MAGALHAES,PE,-7.989697400000009,-38.29785849999998,,A P F DE LIMA SIQUEIRA & CIA LTDA,SERRA TALHADA,N S DA PENHA,56903-480,533,MANUAL
16875,23.908.091/0001-63,AVENIDA LUIZ GONZAGA MAGALHAES,PE,-7.9785944,-38.2906373,,POSTO DE COMBUSTIVEIS AUTO SERTAO LTDA,SERRA TALHADA,JOSE TOME DE SOUZA RAMOS,56909-475,400,Manual
14905,10.282.754/0001-35,AVENIDA JOAO GOMES DE LUCENA,PE,-7.982030499999999,-38.28950710000001,,IRCEL IRMAOS CESAR LTDA,SERRA TALHADA,SAO CRISTOVAO,56912-000,411,MANUAL
18543,25.381.384/0001-60,RUA JACINTO ALVES DE CARVALHO,PE,-7.9877087,-38.2994914,,POSTO DO VALE III LTDA,SERRA TALHADA,NOSSA SENHORA DA PENHA,56903-360,263,Manual
17772,10.546.745/0001-04,AVENIDA JOAO GOMES DE LUCENA,PE,-7.982360199999981,-38.28490929999998,,COMERCIAL ALTO SANTO LTDA,SERRA TALHADA,SAO CRISTOVAO,56912-000,4097,MANUAL
18283,04.645.468/0001-94,AVENIDA LUIZ COSME MAGALHAES,PE,-7.973524700000003,-38.28139290000002,,CILZA CAROLINA DE SOUSA,SERRA TALHADA,TANCREDO NEVES,56912-225,1280,MANUAL
16442,11.762.191/0001-45,AVENIDA HENRIQUE DE HOLANDA,PE,-8.1125011,-35.2893842,,R. L. I. COMBUSTIVEIS E SERVICOS LTDA,VITORIA DE SANTO ANTAO,MATRIZ,55602-000,367,Manual
18935,39.886.541/0001-02,RODOVIA BR 232,PE,-8.118614099999997,-35.22487150000001,,ECO POSTO VITORIA COMERCIO DE COMBUSTIVEIS LTDA,VITORIA DE SANTO ANTAO,ZONA RURAL,55618-000,S/N,MANUAL
18973,03.676.361/0001-40,"RODOVIA LUIZ GONZAGA, BR 232 KM 43,12",PE,-8.066071000000004,-34.94070809999999,,POSTO BENTO VELHO LTDA,VITORIA DE SANTO ANTAO,DIST IND PREF JOSE AUGUSTO  FERRER DE MORAIS,55613-010,S/N,MANUAL
15918,49.389.959/0001-50,RODOVIA LUIZ GONZAGA KM 37.5,PE,-8.1401511,-35.33188899999998,,SORRISO COMERCIO DE COMBUSTIVEIS LTDA,VITORIA DE SANTO ANTAO,CIDADE DE DEUS,55612-015,S/N,MANUAL
19677,12.781.233/0008-24,RODOVIA BR 232 KM 37/38,PE,-8.1209205,-35.2867187,,PETROCAL PETROLEO CAVALCANTI LIMITADA,VITORIA DE SANTO ANTAO,LOTEAMENTO NOVA VITORIA,55602-000,S/N,Manual
16797,18.080.586/0001-07,"RODOVIA LUIZ GONZAGA KM 41,12",PE,-8.1137638,-35.242047,,LIG COMBUSTIVEIS E SERVICOS LTDA,VITORIA DE SANTO ANTAO,REDENCAO,55612-015,S/N,Manual
14438,39.886.541/0002-85,"RODOVIA LUIZ GONZAGA  DO KM 42,002 AO KM 45,101",PE,-8.121479300000015,-35.30001770000001,,ECO POSTO VITORIA COMERCIO DE COMBUSTIVEIS LTDA,VITORIA DE SANTO ANTAO,DISTRITO INDUSTRIAL (PREF. JOSE AUGUSTO),55613-010,S/N,MANUAL
17914,28.615.845/0001-00,RUA DEPUTADO RIBEIRO MAGALHAES,PI,-2.941096299999997,-41.76181570000001,,POSTO BRODER LTDA,PARNAIBA,PRIMAVERA,64213-060,555,MANUAL
17705,02.705.744/0002-18,RUA TABAJARA,PI,-2.917440500000001,-41.76474469999999,,BARBARA NUNES BARBOSA SANTOS LTDA,PARNAIBA,SAO FRANCISCO,64215-210,551,MANUAL
16955,51.632.194/0001-89,AVENIDA PRINCESA ISABEL,PI,-2.9161708,-41.769653,,POSTAO 8 PARNAIBA PETROLEO LTDA,PARNAIBA,SÃO FRANCISCO DA GUARITA,64215-075,720,Manual
16112,04.217.613/0001-36,AVENIDA MONSENHOR ANTONIO SAMPAIO,PI,-2.9431936,-41.7614868,,POSTO RODOVIARIA LTDA,PARNAIBA,ALTO SANTA MARIA,64212-318,2500,Manual
16748,06.703.805/0007-73,AVENIDA NOSSA SENHORA DE FATIMA,PI,-2.904350499999984,-41.75715,,V. MACHADO & CIA LTDA,PARNAIBA,SAO BENEDITO,64202-262,1398,MANUAL
18938,41.374.876/0001-85,AVENIDA ARMANDO CAJUBA,PI,-2.914840700000021,-41.76986220000001,,COMERCIO DE PETROLEO SAO FRANCISCO LTDA,PARNAIBA,SAO FRANCISCO DA GUARITA,64215-055,947,MANUAL
14647,43.626.353/0001-04,AVENIDA MONSENHOR  ANTONIO SAMPAIO,PI,-2.928091400000006,-41.7488381,,POSTO PHB LTDA,PARNAIBA,DIRCEU ARCOVERDE,64211-145,2615,MANUAL
14727,08.140.538/0001-03,AVENIDA DR JOAO SILVA FILHO,PI,-2.9201854,-41.7403572,,POSTO PIAUI LTDA,PARNAIBA,PIAUI,64210-140,3620,Manual
15617,21.828.328/0001-70,EST. PEDRA DO SAL,PI,-2.892084000000017,-41.79227270000001,,POSTO ILHA GRANDE EIRELI,PARNAIBA,SANTA ISABEL,64201-430,1695,MANUAL
18034,49.827.106/0001-52,AVENIDA DEPUTADO PINHEIRO MACHADO,PI,-2.9174484,-41.7538856,,MAXXI LIDER PETROLEO LTDA,PARNAIBA,PIAUÃ,64208-335,1505,Manual
16670,49.323.319/0001-47,AVENIDA PRINCESA ISABEL,PI,-2.917237300000015,-41.76913239999998,,COMERCIAL DE PETROLEO SAO FRANCISCO LTDA,PARNAIBA,SÃO FRANCISCO DA GUARITA,64215-075,864,MANUAL
16380,12.504.332/0001-92,RODOVIA BR 343,PI,-2.901933699999997,-41.7410436,,POSTO MAIS PARNAIBA AEROPORTO LTDA,PARNAIBA,SAO JUDAS TADEU,64206-260,SN,MANUAL
17713,50.593.191/0001-10,AVENIDA DOUTOR JOÃO SILVA FILHO,PI,-2.9200758,-41.7309915,,POSTO COSTA DO DENDE 75 LTDA,PARNAIBA,PIAUÃ,64208-105,4617,Manual
17706,15.513.029/0001-44,AVENIDA DR JOAO SILVA FILHO,PI,-2.9201016,-41.7337718,,EVANDRO COMERCIO DE COMBUSTIVEIS LTDA,PARNAIBA,PLANALTO,64210-140,5205,Manual
14385,47.221.542/0001-58,AVENIDA ÃLVARO MENDES,PI,-2.908165400000002,-41.78005780000002,,MAXXI PHB PETROLEO LTDA,PARNAIBA,NOVA PARNAÃBA,64218-375,1315,MANUAL
14511,47.221.821/0001-11,AVENIDA DEPUTADO PINHEIRO MACHADO,PI,-2.935914700000006,-41.75508940000001,,MAXXI DELTA PETROLEO LTDA,PARNAIBA,PIAUÃ,64208-335,3570,MANUAL
16152,35.485.012/0001-38,"RODOVIA BR-316 KM 322,5",PI,-7.096711800000007,-41.3665445,,R & LEAL COMBUSTIVEIS LTDA,PICOS,MORRINHOS,64602-990,SN,MANUAL
19247,05.343.502/0001-39,A. SENADOR HELVIDIO NUNES,PI,-7.081277399999997,-41.42382359999998,,MAMBA LTDA,PICOS,"",64606-245,6582,MANUAL
17290,03.065.371/0001-40,AVENIDA N. SENHORA DE FATIMA,PI,-7.084655500000006,-41.47083559999999,,TOTAL DERIVADOS DE PETROLEO E SERVICOS LTDA,PICOS,CENTRO,64600-002,453,MANUAL
17439,13.097.244/0001-86,RODOVIA BR-316,PI,-7.0776043,-41.5004746,,SANTOS COMERCIO E DERIVADOS DE PETROLEO LTDA,PICOS,BELO NORTE,64603-000,3060,Manual
16530,07.483.266/0003-43,AVENIDA CAPITAO FELIPE DE ARAUJO ROCHA,PI,-7.065789999999998,-41.4542204,,PIPEL-PICOS PETROLEO LTDA,PICOS,IPUEIRAS,64600-002,1530,MANUAL
19691,08.837.631/0001-71,AVENIDA SEVERO EULALIO,PI,-7.087252799999979,-41.4807736,,REDE BOM & BARATO LTDA.,PICOS,CANTO DA VARZEA,64600-000,1236,MANUAL
17841,10.829.312/0002-47,RODOVIA BR 316 KM 308 C/ AVENIDA SEVERO EULALIO,PI,-5.132941600000018,-42.87125879999999,,NOVO DERIVADO DE PETROLEO LTDA,PICOS,CANTO DA VARZEA,64600-002,SN,MANUAL
15725,40.943.743/0001-10,AVENIDA SEVERO EULALIO,PI,-7.085173099999986,-41.48163619999999,,INGAZEIRA COMERCIO DE PETROLEO LTDA,PICOS,CANTO DA VARZEA,64600-170,900,MANUAL
19760,09.483.486/0001-30,AVENIDA SENADOR HELVIDIO NUNES,PI,-7.080450000000022,-41.429702,,",ANTONIO ROBERTO BATISTA",PICOS,JUNCA,64600-000,4416,MANUAL
18047,07.483.266/0001-81,AVENIDA SENADOR HELVIDIO NUNES,PI,-7.078414099999996,-41.4468582,,PIPEL-PICOS PETROLEO LTDA,PICOS,JUNCO,64600-000,2120,MANUAL
15237,04.540.173/0001-53,RUA SAO SEBASTIAO,PI,-7.087844299999999,-41.4747461,,POSTO FACILITE LTDA,PICOS,CANTO DA VARZEA,64600-002,889,MANUAL
18817,07.483.266/0002-62,AVENIDA SENADOR HELVIRIO NUNES,PI,-7.077559900000003,-41.43946610000001,,PIPEL-PICOS PETROLEO LTDA,PICOS,JUNCO,64600-000,3219,MANUAL
15539,15.219.109/0002-72,RUA FREITAS JUNIOR,PI,-4.273665499999984,-41.77805789999999,,FELIPE BARTZ MACHADO LTDA,PIRIPIRI,CENTRO,64260-000,585,MANUAL
14081,06.119.163/0001-74,AVENIDA JOAO BANDEIRA MONTE,PI,-4.263891000000011,-41.77613539999999,,F O ARRUDA LTDA,PIRIPIRI,CENTRO,64260-000,55,MANUAL
14198,14.877.148/0001-13,AVENIDA ADERSON ALVES FERREIRA,PI,-4.29978959999999,-41.7759978,,MURIEEL Q C CARVALHO,PIRIPIRI,CENTRO,64260-000,2600,MANUAL
17007,14.577.380/0001-36,AVENIDA ADERSON FERREIRA,PI,-4.297416800000007,-41.77697319999999,,POSTO PIRIPIRI LTDA,PIRIPIRI,RUSSINHA,64260-000,2390,MANUAL
17266,36.396.191/0001-08,AVENIDA ADERSON ALVES FERREIRA,PI,-4.2754914,-41.7775646,,ANDRE FONTENELE BARBOSA,PIRIPIRI,CENTRO,64260-000,47,MANUAL
17238,03.447.686/0001-51,AVENIDA ADERSON FERREIRA,PI,-4.291887800000009,-41.77721470000001,,BRITO VIEIRA & CARVALHO LTDA,PIRIPIRI,PACIENCIA,64260-000,1781,MANUAL
14719,17.321.033/0001-36,AVENIDA DR JOAO BANDEIRA MONTE,PI,-4.2515813,-41.7694763,,QUEIROZ & CARVALHO COMERCIO DE COMBUSTIVEL LTDA,PIRIPIRI,SAO JOAO,64260-000,1850,Manual
16849,09.250.573/0001-48,AVENIDA ADERSON ALVES FERREIRA,PI,-4.282053999999986,-41.77732439999999,,RAMOS E CHRISTOFFEL LTDA,PIRIPIRI,CENTRO,64260-000,735,MANUAL
17918,15.219.109/0001-91,AVENIDA BARAO DE GURGUEIA,PI,-5.103250500000001,-42.81049289999998,,FELIPE BARTZ MACHADO LTDA,TERESINA,VERMELHA,64018-290,1328,MANUAL
16277,08.610.754/0001-75,AVENIDA JOAO XXIII,PI,-5.081297599999997,-42.7792188,,POSTO CERTO LTDA,TERESINA,NOIVOS,64045-000,2180,MANUAL
18876,10.948.874/0001-29,AVENIDA PRESIDENTE KENNEDY,PI,-5.035711,-42.7684059,,POSTO FLEX COMBUSTIVEIS LTDA,TERESINA,MORROS,64062-100,5200,Manual
19088,12.303.585/0001-06,RUA QUINZE DE NOVEMBRO,PI,-5.1274413,-42.7865213,,PLANALTO PETROLEO MORADA NOVA LTDA,TERESINA,LOURIVAL PARENTE,64022-350,4581,Manual
19579,03.171.610/0001-46,AVENIDA BARAO DE GURGUEIA,PI,-5.114049900000001,-42.8052708,,CLEONICE FERREIRA SILVA,TERESINA,VERMELHA,64018-500,2635,MANUAL
14056,06.656.656/0033-20,AVENIDA JOAO XXIII,PI,-5.080227400000017,-42.7908102,,CACIQUE PETROLEO LTDA,TERESINA,NOIVOS,64045-000,805,MANUAL
17552,38.635.568/0001-51,AVENIDA SENADOR AREA LEAO,PI,-5.077257999999992,-42.77988049999999,,JESUS JOSE NOGUEIRA JUNIOR LTDA,TERESINA,SAO CRISTOVAO,64051-090,2140,MANUAL
18838,06.656.656/0003-05,AVENIDA PRESIDENTE KENNEDY,PI,-5.077086900000003,-42.77426109999999,,CACIQUE PETROLEO LTDA,TERESINA,SAO CRISTOVAO,64052-800,1944,MANUAL
15241,21.992.964/0001-33,AVENIDA UNIAO,PI,-5.0518593,-42.8219683,,PLANALTO PETROLEO UNIAO LTDA,TERESINA,MEMORARE,64009-500,2261,Manual
19439,06.656.656/0022-78,AVENIDA DEPUTADO PAULO FERRAZ,PI,-5.1079381,-42.7682476,,CACIQUE PETROLEO LTDA,TERESINA,TANCREDO NEVES,64076-005,1910,Manual
17280,08.596.605/0001-07,AVENIDA TOMAZ DE AREA LEAO,PI,-5.061770099999992,-42.78419500000002,,POSTO HOMERO CASTELO BRANCO LTDA,TERESINA,ININGA,64048-600,2563,MANUAL
14783,06.656.656/0012-04,AVENIDA RUI BARBOSA,PI,-5.078899600000007,-42.82218219999999,,CACIQUE PETROLEO LTDA,TERESINA,VILA OPERARIA,64076-410,1662,MANUAL
14602,21.448.697/0001-38,RUA ALBERTO LEAL NUNES,PI,-5.133175499999987,-42.7848936,,MAXXI  COMBUSTIVEIS E DERIVADOS LTDA,TERESINA,LOURIVAL PARENTE,64023-450,5416,MANUAL
19543,10.919.164/0001-70,AVENIDA SANTOS DUMONT,PI,-5.0752218,-42.8206631,,G. & S. PETROLEO LTDA,TERESINA,VILA OPERARIA,64002-200,480,Manual
18930,09.641.208/0001-64,AVENIDA HOMERO CASTELO BRANCO,PI,-5.077023300000016,-42.78110480000001,,FCN.X CARVALHO COMBUSTIVEL LTDA,TERESINA,SAO CRISTOVAO,64048-400,630,MANUAL
20005,08.956.319/0001-05,RUA IVAN TITO DE OLIVEIRA,PI,-5.134620399999994,-42.78449409999999,,BARBOSA & NUNES LTDA,TERESINA,LOURIVAL PARENTE,64023-500,2090,MANUAL
17690,06.656.656/0009-09,AVENIDA MIGUEL ROSA,PI,-5.112065599999989,-42.80204920000001,,CACIQUE PETROLEO LTDA,TERESINA,"",64001-973,6185,MANUAL
19674,26.128.088/0001-15,AVENIDA ZEQUINHA FREIRE,PI,-5.0584452,-42.748537,,POSTO MAIS VALE LTDA,TERESINA,URUGUAI,64073-020,2260,Manual
18541,03.612.498/0001-31,AVENIDA PRESIDENTE KENNEDY,PI,-5.0309293,-42.7690932,,MIRANTE PETROLEO LTDA,TERESINA,MORROS,64062-100,5779,Manual
19695,06.331.431/0001-17,RUA MUNDINHO FERRAZ,PI,-5.0694487,-42.7710529,,PN PETROLEO LTDA.,TERESINA,SAO CRISTOVAO,64055-330,3225,Manual
18480,19.126.955/0001-18,AVENIDA HENRY WALL DE CARVALHO,PI,-5.1739392,-42.7928495,,POSTO SUL COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,TERESINA,ANGELIM,64034-165,9689,Manual
16239,06.656.656/0019-72,AVENIDA LINDOLFO MONTEIRO,PI,-5.0675885,-42.7933455,,CACIQUE PETROLEO LTDA,TERESINA,FATIMA,64049-440,990,Manual
18699,24.966.843/0001-05,AVENIDA DOUTOR JOSUE DE MOURA SANTOS,PI,-5.022480900000009,-42.78010369999999,,POSTO UCHOA LTDA,TERESINA,PEDRA MOLE,64066-430,2161,MANUAL
14862,28.985.753/0001-12,AVENIDA HOMERO CASTELO BRANCO,PI,-5.0655843,-42.7845001,,POSTO DE COMBUSTIVEL AGUIA LTDA,TERESINA,FATIMA,64049-505,2101,Manual
15356,10.336.626/0002-08,AVENIDA PREF WALL FERRAZ,PI,-5.131412500000019,-42.79156890000002,,SAO FRANCISCO PETROLEO LTDA,TERESINA,LOURIVAL PARENTE,64022-145,4570,MANUAL
19420,10.978.518/0001-58,AVENIDA JOAO XXIII,PI,-5.081425300000011,-42.7776878,,S P MAGALHAES EMPREENDIMENTOS LTDA,TERESINA,SÃO CRISTÃVÃO,64045-000,1520,MANUAL
14796,32.237.402/0001-09,AVENIDA ZEQUINHA FREIRE,PI,-5.0507879,-42.7484989,,NEIVA & BRITO COMBUSTIVEIS LTDA,TERESINA,SATELITE,64059-310,3419,Manual
14842,08.965.723/0001-37,RUA ENGENHEIRO ALVES DE NORONHA,PI,-5.039499100000007,-42.81317250000001,,POSTO JOIA LTDA,TERESINA,BUENOS AIRES,64008-400,5102,MANUAL
17827,01.416.988/0001-37,RODOVIA BR 343 KM 10,PI,-5.057870400000011,-42.68291440000002,,MOURA SOUSA E BONFIM LTDA,TERESINA,RODOVIA,64045-970,S/N,MANUAL
19975,06.656.656/0018-91,RUA OLAVO BILAC,PI,-5.095861199999998,-42.81388039999998,,CACIQUE PETROLEO LTDA,TERESINA,CENTRO,64001-280,989,MANUAL
14531,03.069.763/0001-87,AVENIDA PREFEITO WALL FERRAZ,PI,-5.132477399999999,-42.79140060000001,,POSTO HIDROLANDIA LTDA,TERESINA,LOURIVAL PARENTE,64022-145,8570,MANUAL
14866,09.442.915/0001-21,AVENIDA DEPUTADO ULISSES GUIMARAES,PI,-5.151395600000011,-42.78631350000001,,POSTO MAIS PROMORAR LTDA,TERESINA,PROMORAR,64027-330,1933,MANUAL
19972,08.610.754/0002-56,AVENIDA DEPUTADO PAULO FERRAZ,PI,-5.1113891,-42.7721574,,POSTO CERTO LTDA,TERESINA,BEIRA RIO,64075-535,1771,Manual
15884,03.072.068/0002-55,AVENIDA DOM SEVERINO,PI,-5.070206600000009,-42.78652979999998,,IGUATEMI DISTRIBUIDORA LTDA,TERESINA,FATIMA,64049-375,1498,MANUAL
14172,06.656.656/0021-97,AVENIDA PREFEITO WALL FERRAZ,PI,-5.1892176,-42.76216640000001,,CACIQUE PETROLEO LTDA,TERESINA,ANGELIM,64040-840,15900,MANUAL
15919,10.887.489/0001-19,AVENIDA PREFEITO WALL FERRAZ,PI,-5.147582,-42.7738966,,PLANALTO PETROLEO KM 7 LTDA,TERESINA,SANTO ANTONIO,64032-075,11133,MANUAL
16613,10.405.299/0001-18,RUA RUI BARBOSA,PI,-5.0552395,-42.8317259,,POSTO MAIS SAO JOAQUIM LTDA,TERESINA,SAO JOAQUIM,64002-180,4499,Manual
17935,33.058.551/0001-65,AVENIDA DEPUTADO PAULO FERRAZ,PI,-5.079987399999983,-42.74942350000001,,POSTO MAIS GURUPI LTDA,TERESINA,GURUPI,64091-500,5766,MANUAL
19938,02.760.727/0002-83,AVENIDA MARANHAO,PI,-5.086869400000018,-42.82248369999999,,JUNCO COMERCIAL LTDA,TERESINA,CENTRO/N,64000-010,900,MANUAL
14903,07.483.266/0005-05,AVENIDA PREF. WALL  FERRAZ,PI,-5.126459100000005,-42.79437480000001,,PIPEL-PICOS PETROLEO LTDA,TERESINA,TRIUNFO,64000-010,7420,MANUAL
16443,05.510.040/0001-05,AVENIDA PROFESSOR CAMILO FILHO,PI,-5.098958399999987,-42.7220797,,HD PETROLEO USINA LTDA,TERESINA,SAO SEBASTIAO,64085-338,8200,MANUAL
16825,41.272.725/0001-16,RODOVIA BR-343,PI,-5.0777984,-42.7440703,,NERIS E SAMPAIO LTDA,TERESINA,GURUPI,64091-210,SN,Manual
16508,06.656.656/0002-24,AVENIDA MIGUEL ROSA,PI,-5.092914099999999,-42.80117930000001,,CACIQUE PETROLEO LTDA,TERESINA,PICARRA,64001-973,3833,MANUAL
18983,02.992.818/0001-63,AVENIDA ANTONIO OLIVEIRA,PI,-5.077585599999999,-42.74169369999999,,POSTO MARTINEZ LTDA - ME,TERESINA,GURUPI,64091-400,61,MANUAL
16126,10.336.626/0001-27,AVENIDA FREI SERAFIM,PI,-5.086965800000001,-42.80342909999999,,SAO FRANCISCO PETROLEO LTDA,TERESINA,CENTRO,64001-020,2474,MANUAL
14313,06.511.885/0013-03,RUA JERUMENHA,PI,-5.0445722,-42.8131772,,COMERCIO CARVALHO LTDA,TERESINA,BUENOS AIRES,64008-300,4590,Manual
16199,06.656.656/0020-06,AVENIDA DEPUTADO PAULO FERRAZ,PI,-5.099360999999984,-42.76542459999999,,CACIQUE PETROLEO LTDA,TERESINA,SAO RAIMUNDO,64075-005,2907,MANUAL
15060,02.760.727/0001-00,RUA JOAQUIM NELSON,PI,-5.098252300000016,-42.75272399999999,,JUNCO COMERCIAL LTDA,TERESINA,PARQUE IDEAL,64078-625,2121,MANUAL
17166,18.325.275/0001-60,AVENIDA DEPUTADO PAULO FERRAZ,PI,-5.0955755,-42.7632607,,POSTO SANTO EXPEDITO PETROLEO LTDA,TERESINA,ITARARE,64078-005,3321,Manual
18143,24.247.615/0001-85,RUA RODRIGUES ALVES,PI,-5.130029999999999,-42.78593999999998,,POSTO MAIS TOTA LTDA,TERESINA,LOURIVAL PARENTE,64023-320,2050,MANUAL
16664,02.927.004/0001-45,AVENIDA BARAO DE GURGUEIA,PI,-5.111720700000008,-42.80681579999999,,TRANSSERVICE PETROLEO LTDA,TERESINA,SAO PEDRO,64019-350,2300,MANUAL
18338,06.656.656/0004-96,AVENIDA MIGUEL ROSA,PI,-5.092414900000001,-42.80156069999997,,CACIQUE PETROLEO LTDA,TERESINA,PICARRA,64001-973,3768,MANUAL
14343,07.220.788/0001-90,AVENIDA MINAS GERAIS,PR,-23.5601535,-51.4346495,,DCK - COMERCIO DE COMBUSTIVEIS LTDA,APUCARANA,VILA SAO MIGUEL,86812-490,3201,Manual
15635,10.946.659/0001-99,AVENIDA CURITIBA,PR,-23.5510453,-51.45683,,KREB E KREB COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,APUCARANA,CENTRO,86800-704,1428,Manual
15100,16.924.981/0001-01,AVENIDA MINAS GERAIS,PR,-23.55933669999999,-51.43932400000001,,AUTO POSTO VILA NOVA LTDA.,APUCARANA,VILA SAO MIGUEL,86812-490,3970,MANUAL
15359,77.758.316/0001-71,AVENIDA RIO DE JANEIRO,PR,-23.54985850000001,-51.45115419999998,,",TRAVAIN TRANSPORTES E COMERCIO DE COMBUSTÃVEIS LTDA.",APUCARANA,CENTRO,86808-010,155,MANUAL
15531,13.652.189/0001-49,RODOVIA DO CAFE,PR,-23.6102373,-51.3995358,,AUTO POSTO CATARINA LTDA,APUCARANA,RODOVIA,86800-970,S/N,Manual
18982,03.303.619/0001-63,AVENIDA MINAS GERAIS,PR,-23.54588659999999,-51.45298449999999,,V. BRAMBILA & CIA. LTDA.,APUCARANA,JD APUCARANA,86804-000,568,MANUAL
14500,03.198.685/0001-10,AVENIDA MINAS GERAIS,PR,-23.5466069,-51.451981,,ESPANHA COMERCIO DE COMBUSTIVEIS LTDA,APUCARANA,VILA SAO MIGUEL,86804-000,691,Manual
14460,11.313.479/0001-32,AVENIDA MINAS GERAIS,PR,-23.5480069,-51.4513775,,CATUAI APUCARANA - COMERCIO DE COMBUSTIVEIS LTDA,APUCARANA,JARDIM APUCARANA,86804-000,860,Manual
17419,10.601.388/0001-30,AVENIDA PARANA,PR,-23.54750000000001,-51.45166669999998,,BRZ SUL COMERCIO DE COMBUSTIVEIS LTDA,APUCARANA,VILA CASSALA,86804-340,196,MANUAL
